countries,Year,(Territorial & Low GHG with VOLY) scenario [%],(Territorial & Low GHG with VSL) scenario [%],(Territorial & Central GHG with VOLY) scenario [%],(Territorial & Central GHG with VSL) scenario [%],(Territorial & High GHG with VOLY) scenario [%],(Territorial & High GHG with VSL) scenario [%],(Residential & Low GHG with VOLY) scenario [%],(Residential & Low GHG with VSL) scenario [%],(Residential & Central GHG with VOLY) scenario [%],(Residential & Central GHG with VSL) scenario [%],(Residential & High GHG with VOLY) scenario [%],(Residential & High GHG with VSL) scenario [%],(Footprint & Low GHG with VOLY) scenario [%],(Footprint & Low GHG with VSL) scenario [%],(Footprint & Central GHG with VOLY) scenario [%],(Footprint & Central GHG with VSL) scenario [%],(Footprint & High GHG with VOLY) scenario [%],(Footprint & High GHG with VSL) scenario [%]
Finland,2018,2.4892570195577868,4.090843366800593,3.4643932815618816,5.065979628804688,13.192538371555113,14.79412471879792,2.6473303786012283,4.248916725844035,3.7278488799676177,5.329435227210424,14.507307262646595,16.108893609889403,2.9748865547669427,4.576472902009749,4.2737758402438075,5.875362187486614,17.231742759643968,18.833329106886772
France,2018,3.708423032142262,9.038311729754843,4.45610462563883,9.785993323251411,11.915118617902209,17.24500731551479,3.8584887244872226,9.188377422099805,4.7062141128804305,10.036102810493013,13.163284058993629,18.49317275660621,4.13696545158054,9.466854149193123,5.170341991369294,10.500230688981874,15.479503185928525,20.809391883541107
Croatia,2018,12.311801138115133,35.04674893951801,13.828684162649473,36.563631964052355,28.961398145503992,51.696345946906874,13.001524536196335,35.73647233759922,14.978223159451481,37.713170960854356,34.698145139068295,57.43309294047118,13.778514488330442,36.513462289733326,16.273206413008324,39.008154214411206,41.160728233009124,63.895676034412006
Hungary,2018,11.524785869579597,30.675225280290235,13.38382687787475,32.534266288585385,31.929974079676366,51.080413490387,12.003615423070308,31.154054833780947,14.181876133692601,33.33231554440324,35.912619889662594,55.063059300373226,12.808399797670656,31.95883920838129,15.523183424693176,34.67362283540381,42.606381989513096,61.756821400223735
Ireland,2018,2.3542202763609,4.011482247510547,3.252066358133089,4.9093283292827365,12.209149888193735,13.86641185934338,2.55053848199403,4.207800453143677,3.5792633675216385,5.236525338671286,13.842018773142307,15.499280744291955,2.772915371416076,4.430177342565723,3.9498915165583828,5.60715348770803,15.691629726430437,17.348891697580086
Italy,2018,6.92830907774635,20.12805390661306,7.849355230623252,21.049100059489962,17.037887089085686,30.237631917952395,7.141245933812362,20.340990762679077,8.204249990733272,21.403994819599983,18.8089809395395,32.0087257684062,7.501191325886117,20.700936154752828,8.804158977522864,22.003903806389573,21.802812454565654,35.00255728343236
Lithuania,2018,4.8341926521250045,11.072307154532991,6.169296793159209,12.407411295567194,19.4885500096671,25.726664512075086,6.2891205516618625,12.527235054069848,8.594176625720639,14.832291128128624,31.58985507883081,37.8279695812388,7.608038407674798,13.846152910082784,10.792373052408864,17.03048755481685,42.55990200820824,48.79801651061623
Latvia,2018,7.87226167608803,19.76751959963778,9.409405836671972,21.30466376022172,24.744248772021294,36.63950669557104,8.425443670181384,20.320701593731133,10.331375826827562,22.22663375037731,29.345318056226333,41.24057597977608,10.200787024003896,22.096044947553647,13.29028141653175,25.185539340081498,44.111665951511995,56.006923875061744
Malta,2018,2.1430329040171725,3.8783836476540943,2.7993102729224164,4.534661016559338,9.346458310334253,11.081809053971174,2.2862368545691507,4.021587598206072,3.03798352384238,4.773334267479301,10.53755148635388,12.272902229990802,6.528787452545232,8.264138196182152,10.108901187135848,11.844251930772769,45.82479772983747,47.56014847347439
Netherlands,2018,3.656228793248465,8.169289369201293,4.6947535384961245,9.20781411444895,15.055274211323963,19.56833478727679,3.792529343999317,8.305589919952142,4.921921123080878,9.434981699033704,16.188948633442163,20.70200920939499,3.887073257527581,8.400133833480407,5.07949431229465,9.592554888247475,16.975313882470893,21.48837445842372
Norway,2018,1.3464893046277207,2.440360701588362,1.7941349181882653,2.888006315148907,6.259932824899413,7.353804221860055,1.8820519339555544,2.975923330916196,2.6867393004013214,3.7806106973619626,10.714453741848377,11.80832513880902,1.972327833333428,3.06619923029407,2.837199132697778,3.9310705296584194,11.465319952546885,12.559191349507525
Poland,2018,17.290263373787912,37.66404273652261,20.42758010926163,40.80135947199632,51.72604944648751,72.09982880922222,17.964334744500096,38.33811410723479,21.551032393781934,41.924811756516625,57.33261132352219,77.70639068625688,17.912101987294292,38.28588135002899,21.463977798438933,41.83775716117362,56.89816743819139,77.27194680092609
Portugal,2018,6.564512832134654,16.323308149608085,7.882576600233644,17.641371917707076,21.03183181055452,30.790627128027953,6.770228564333201,16.52902388180663,8.22543615389789,17.984231471371317,22.742864249793236,32.501659567266664,6.907776941619745,16.666572259093172,8.454683449375464,18.213478766848894,23.886917419605126,33.64571273707856
Romania,2018,13.379359437167318,36.782304127345846,14.82701987024917,38.229964560427696,29.269156095518117,52.67210078569664,14.931557937283054,38.334502627461575,17.414017370442064,40.81696206062059,42.17950552505218,65.58245021523071,15.179351983924057,38.58229667410258,17.827007448177067,41.2299521383556,44.24052267489163,67.64346736507017
Sweden,2018,0.6851928795165902,1.5928285232361907,0.830942904321492,1.7385785480410927,2.2849729136846784,3.192608557404279,1.215801861548918,2.123437505268519,1.7152912077087048,2.6229268514283053,6.698292065826579,7.60592770954618,1.6250896878555414,2.532725331575142,2.3974375848864105,3.305073228606011,10.10252731955151,11.010162963271112
Slovenia,2018,11.703704466140469,30.959977685645967,13.418936775633606,32.675209995139106,30.53042100605323,49.78669422555873,11.538126258961597,30.794399478467092,13.142973097002155,32.39924631650765,29.153230838406756,48.40950405791225,12.448623836141973,31.704897055647468,14.660469058969444,33.91674227847494,36.72625830574828,55.982531525253776
Slovakia,2018,8.884882048006835,20.586893301451912,10.640972048863585,22.342983302308657,28.160060390744,39.86207164418908,9.221742541271349,20.92375379471642,11.202406204304436,22.904417457749513,30.961884175991685,42.66389542943676,9.643008036455198,21.345019289900268,11.904515362944187,23.606526616389264,34.46574321529863,46.1677544687437
Belgium,2019,4.64822535129175,11.316166165562441,5.6658853226878625,12.333826136958553,15.818255037330037,22.486195851600726,4.6982514439552245,11.366192258225915,5.749262143793653,12.417202958064344,16.23434507789608,22.90228589216677,6.037771478584062,12.705712292854754,7.981795534841715,14.649736349112406,27.375749810364503,34.04369062463519
Bulgaria,2019,18.414156370468124,50.89423493599953,21.461537226884747,53.94161579241615,51.86278910399344,84.34286766952485,19.54180807007222,52.02188663560363,23.340956726224917,55.821035291756324,61.24198736736724,93.72206593289864,19.271913968256545,51.75199253378796,22.891133223198786,55.37121178873019,58.99715388559876,91.47723245113016
Cyprus,2019,4.063575203102956,5.536390199284663,5.634559200790408,7.107374196972116,21.30699479676761,22.77980979294932,4.121806502746151,5.594621498927858,5.731611366862399,7.204426363044107,21.79133132078403,23.264146316965732,4.185592307327239,5.658407303508946,5.837921041164212,7.3107360373459205,22.321867219204506,23.794682215386214
Czechia,2019,9.64230344283476,21.906707923949586,12.097511894456671,24.361916375571496,36.59113906658955,48.85554354770437,9.14414039233911,21.408544873453938,11.26724014363059,23.531644624745415,32.447687662467004,44.712092143581835,9.359505962218574,21.6239104433334,11.62618276009636,23.890587241211186,34.238982243686664,46.50338672480149
Germany,2019,3.5326067825140828,8.231569799027664,4.4850256529585995,9.183988669472182,13.986537717631279,18.68550073414486,3.6566269236391475,8.35558994015273,4.691725888167041,9.390688904680623,15.018070320004833,19.717033336518416,3.8994227591193145,8.598385775632895,5.096385613967318,9.7953486304809,17.037515046855738,21.736478063369322
Denmark,2019,2.06565617956982,3.955469360610274,2.721284306928262,4.611097487968716,9.261955387004146,11.1517685680446,2.893023890159289,4.782837071199743,4.100230491244043,5.9900436722844965,16.14355348778004,18.0333666688205,3.2092141731206127,5.099027354161067,4.627214296179583,6.517027477220037,18.773453619077404,20.663266800117857
Estonia,2019,5.914443182712604,7.857479922006368,8.271669328467675,10.214706067761439,31.7878063539766,33.730843093270366,5.964618471217487,7.907655210511251,8.355294809309147,10.298331548602912,32.20513732503309,34.14817406432685,6.4875335726449865,8.430570311938752,9.226819978354978,11.169856717648743,36.55446293055705,38.49749966985082
Greece,2019,6.98282836462366,16.071377600664093,8.832653712569691,17.921202948610123,27.286863731364612,36.37541296740505,7.695379959137681,16.783929195178114,10.020239703426391,19.108788939466827,33.21348334287806,42.30203257891849,7.238272140864829,16.32682137690526,9.258393339638305,18.34694257567874,29.411507203592745,38.50005643963318
Spain,2019,4.394420104888508,10.256784325494795,5.286627633834412,11.1489918544407,14.187459886889982,20.04982410749627,4.684105065914205,10.546469286520493,5.769435902210575,11.631800122816864,16.59690305478626,22.45926727539255,4.841395025954767,10.703759246561056,6.031585835611512,11.8939500562178,17.90515605575855,23.76752027636484
Finland,2019,2.1425222106412964,3.614215425793595,2.949104388429821,4.42079760358212,10.995721828748676,12.467415043900974,2.4318998678426405,3.9035930829949392,3.431400483765395,4.903093698917694,13.402609009280491,14.874302224432792,2.7155072939030593,4.187200509055358,3.904079527199427,5.375772742351725,15.761502521275089,17.233195736427387
France,2019,3.4663073811706835,8.393077001109681,4.177610346544909,9.104379966483908,11.2737042153973,16.2004738353363,3.605854229197562,8.53262384913656,4.410188426589707,9.336958046528705,12.434379586287529,17.36114920622653,3.860459894114582,8.78722951405358,4.834531201451407,9.761300821390405,14.55205210083544,19.478821720774437
Croatia,2019,10.671432250418219,30.156464680495514,12.107035766859175,31.592068196936474,26.42888989516301,45.91392232524031,11.34907339345876,30.834105823536056,13.236437671926746,32.72147010200404,32.06514321188117,51.55017564195846,11.984898704589913,31.469931134667213,14.296146523812,33.781178953889295,37.35359500605139,56.83862743612869
Hungary,2019,10.270532638028856,27.14342308833915,11.972368241848596,28.845258692158886,28.950204384716947,45.82309483502725,10.703643455833836,27.576533906144128,12.694219604856896,29.567110055167195,32.55258642487265,49.42547687518295,11.390307324906432,28.263197775216724,13.838659386644558,30.711549836954855,38.26388590731775,55.13677635762805
Ireland,2019,2.0579937517784113,3.457464739331918,2.857339751047684,4.256810738601191,10.831767696138764,12.23123868369227,2.2389555168378714,3.6384265043913775,3.158942692813451,4.558413680366957,12.3369099959984,13.736380983551907,2.4637318789956373,3.863202866549144,3.5335699630763946,4.933040950629901,14.206478468548712,15.605949456102216
Italy,2019,6.426007961546179,18.492067756714796,7.315355250122659,19.381415045291277,16.187653200445162,28.25371299561378,6.63094421665284,18.697004011821456,7.656915675300427,19.72297547046904,17.892202369903742,29.95826216507236,6.961025710055696,19.02708550522431,8.207051497638519,20.273111292807133,20.63764209281003,32.703701887978646
Lithuania,2019,4.31244714987173,9.68002114617886,5.548074570254416,10.915648566561545,17.874929073595975,23.242503069903105,5.737863893200869,11.105437889507998,7.923769142469649,13.291343138776776,29.730776272079606,35.09835026838674,6.7805978431020115,12.148171839409141,9.661659058971551,15.029233055278683,38.40367452205101,43.77124851835814
Latvia,2019,7.074457898988975,18.26432275642808,8.290465801412363,19.480330658851468,20.421592256540926,31.61145711398003,7.959906466347648,19.14977132378675,9.766213413676818,20.95607827111592,27.78627557869878,38.97614043613788,9.54833674283434,20.738201600273445,12.413597207821306,23.603462065260413,40.99798137042937,52.18784622786848
Malta,2019,2.05554185290106,3.7317232399538347,2.688821886475711,4.365003273528486,9.00654412618473,10.682725513237505,2.200340001468891,3.876521388521666,2.9301521340887633,4.606333521141538,10.210896980939392,11.887078367992167,5.791514065050886,7.46769545210366,8.915442240058754,10.591623627111531,40.080344747875344,41.75652613492812
Netherlands,2019,3.3353700823437524,7.416535181014814,4.293834562606466,8.374999661277528,13.855658782370197,17.93682388104126,3.4816928537233025,7.5628579523943635,4.5377058482390495,8.618870946910109,15.072692626860423,19.153857725531484,3.596816984317174,7.677982082988236,4.729579399228834,8.810744497899895,16.030233014657068,20.11139811332813
Norway,2019,1.229929071193482,2.292156839073733,1.6432191797984874,2.705446947678739,5.766280025167473,6.828507793047724,1.8356854974657328,2.897913265345984,2.6528132235855724,3.7150409914658233,10.804635062733494,11.866862830613746,1.9445019617161856,3.0067297295964366,2.834173997336327,3.896401765216578,11.709711686022976,12.771939453903228
Poland,2019,14.98724361418782,31.98616585093052,17.894297369769696,34.893219606512396,46.895619359979364,63.894541596722064,15.422763518291951,32.42168575503465,18.620163876609915,35.619086113352616,50.51803887982961,67.5169611165723,15.360840684559216,32.359762921301915,18.516959153722024,35.51588139046473,50.00299816751289,67.00192040425559
Portugal,2019,6.111914414300948,15.401943817970972,7.28274141526095,16.572770818930973,18.963134591504776,28.253163995174802,6.350465462480163,15.64049486615019,7.680326495559642,16.970355899229666,20.947273468423962,30.237302872093984,6.492858217965187,15.782887621635213,7.91764775470135,17.207677158371375,22.131619561664486,31.42164896533451
Romania,2019,12.419906735968555,34.4125891699743,13.685275642724148,35.677958076729894,26.30883687916688,48.30151931317262,13.849596370380581,35.842278804386325,16.068091700077524,38.06077413408327,38.200223679673265,60.192906113679015,14.081886785255149,36.074569219260894,16.45524239153514,38.44792482554089,40.13228998751888,62.12497242152464
Sweden,2019,0.6061716436048017,1.4617083963222643,0.7149576322243297,1.5704943849417923,1.8002273758334304,2.655764128550893,1.1654730918123302,2.0210098445297926,1.6471267125702103,2.502663465287673,6.452194976797634,7.307731729515098,1.5318872994729167,2.3874240521903793,2.2578170586711876,3.1133538113886505,9.499830608768228,10.35536736148569
Slovenia,2019,9.983367288086402,27.146167206986902,11.18158231701669,28.344382235917198,23.13520367705934,40.29800359595985,10.423546114572591,27.5863460334731,11.915213694493673,29.078013613394184,26.796373598944466,43.959173517844974,11.271879149443317,28.434679068343822,13.32910208594488,30.49190200484539,33.8523499524724,51.0151498713729
Slovakia,2019,8.122804176016656,19.062375298237736,9.656666573122651,20.59623769534373,24.958770010918172,35.898341133139255,8.49466356458826,19.43423468680934,10.27643222074199,21.21600334296307,28.05169571903755,38.99126684125863,8.925177163593657,19.864748285814738,10.993954885750986,21.933526007972066,31.63247549489197,42.57204661711305
Belgium,2020,4.431056301963092,10.79205698671963,5.4058599743417055,11.766860659098244,15.130687086880737,21.491687771637274,4.449259147251305,10.810259832007842,5.43619804982206,11.7971987345786,15.28208853023032,21.64308921498686,5.64884256351144,12.009843248267979,7.435503743588953,13.796504428345491,25.259575992457478,31.620576677214014
Bulgaria,2020,17.80806053788731,50.58284257649612,20.442233084500803,53.21701512310961,46.72124015666873,79.49602219527753,18.91697050107373,51.69175253968253,22.290416356478172,55.06519839508698,55.94455477110816,88.71933680971696,18.85112634522957,51.62590838383838,22.180676096737912,54.955458135346724,55.39689861773772,88.17168065634652
Cyprus,2020,3.8410401465141764,5.119338327311582,5.415818609473617,6.694116790271024,21.12610851375947,22.404406694556876,3.9192914571278505,5.197589637925256,5.546237460496409,6.8245356412938145,21.776960684577976,23.055258865375382,3.7678656604909757,5.046163841288382,5.293861132768284,6.572159313565691,20.517482630010957,21.79578081080836
Czechia,2020,9.335170377571647,21.061314834105172,11.767671853438328,23.493816309971855,36.03476991029881,47.76091436683234,8.709591207870607,20.435735664404138,10.725039903936603,22.451184360470126,30.831539990880668,42.557684447414196,8.941529333607964,20.66767379014149,11.111603446832191,22.837747903365717,32.76067614780723,44.48682060434076
Germany,2020,3.3205100620789545,7.681175295132105,4.22760374577302,8.58826897882617,13.276943114054287,17.637608347107438,3.378446376216386,7.7391116092695365,4.324164269335405,8.684829502388556,13.75882610783229,18.11949134088544,3.611707386931102,7.972372619984252,4.7129326205265984,9.07359785357975,15.698965308062625,20.059630541115776
Denmark,2020,1.9672143316194342,3.7820578909114735,2.587112345566799,4.401955904858839,8.771333008517894,10.586176567809934,2.62652372561917,4.44136728491121,3.6859613355663594,5.5008048948583985,14.25511273003951,16.069956289331547,2.9140212967298234,4.728864856021863,4.165123954084116,5.979967513376154,16.646362369118595,18.461205928410635
Estonia,2020,5.432558516223113,7.2791689208895365,7.563358005833029,9.409968410499452,28.820619580751,30.66722998541743,5.039902316113744,6.886512720780168,6.9089310056507465,8.755541410317171,25.554717217936563,27.401327622602988,5.779319742289464,7.625930146955888,8.14129338261028,9.987903787276704,31.70479231819176,33.55140272285818
Greece,2020,6.722509961173391,15.812743764381207,8.505388208515917,17.595622011723734,26.29172119986159,35.38195500306941,7.475047701412653,16.56528150462047,9.759617775581354,18.84985157878917,32.55092399169291,41.64115779490073,7.325335764912065,16.41556956811988,9.510097881413708,18.600331684621523,31.30570090079914,40.395934704006955
Spain,2020,4.515117582148506,10.792885201025907,5.37143550602765,11.64920312490505,13.91422622282196,20.19199384169936,4.791113544171187,11.068881163048589,5.831428776065451,12.109196394942852,16.20981168472489,22.48757930360229,5.001175849244422,11.278943468121822,6.181532617854175,12.459300236731574,17.95699657136576,24.234764190243162
Finland,2020,1.872232849797091,3.175588520320285,2.555228388324553,3.858584058847747,9.368921975062804,10.672277645586,2.154234672913568,3.4575903434367623,3.0252314268520153,4.328587097375209,11.714460948285568,13.01781661880876,2.428333556285131,3.731689226808324,3.4820628991379525,4.785418569661147,13.994267533788724,15.297623204311916
France,2020,3.2692331258262026,7.914800952226046,3.9409679884046818,8.586535814804524,10.642322926985218,15.287890753385062,3.400861297562118,8.04642912396196,4.1603482746312075,8.80591610103105,11.737135022058544,16.382702848458386,3.656634830760383,8.302202657160226,4.586637496628315,9.232205323028158,13.864521234691729,18.51008906109157
Croatia,2020,12.833533386357384,37.366287548646596,14.349232383846658,38.88198654613587,29.47013428737058,54.00288844965979,13.561329940249015,38.094084102538226,15.562226640332705,40.09498080262192,35.52355324354857,60.056307405837785,14.269967914571918,38.80272207686113,16.743289930870876,41.27604409316009,41.41762147442479,65.95037563671401
Hungary,2020,10.393492773417666,27.48840856701435,12.095103279271175,29.190019072867855,29.07069380195262,46.1656095955493,10.850841534344942,27.94575732794162,12.857351214149974,29.952267007746652,32.874673972204896,49.96958976580157,11.46067564862983,28.555591442226508,13.873741404624779,30.968657198221454,37.946945018002985,55.04186081159966
Ireland,2020,1.888260429324908,3.166500615323774,2.628074009406006,3.906314195404872,10.008595201167434,11.286835387166299,1.8654833121820786,3.143723498180944,2.59011214750129,3.8683523335001553,9.819147433185806,11.097387619184671,2.011495726319229,3.289735912318094,2.8334661710632068,4.111706357062072,11.033599893628136,12.311840079627
Italy,2020,6.598170021329852,19.147217339664028,7.48918264334866,20.038229961682834,16.378094277298196,28.92714159563237,6.7558218877015825,19.304869206035757,7.751935753968212,20.300983072302383,17.68935741981862,30.238404738152795,7.0728383172381255,19.621885635572298,8.28029646986245,20.82934378819662,20.32612899247177,32.87517631080594
Lithuania,2020,4.045532215699012,9.275291812035322,5.188093872059543,10.417853468395851,16.58650658670388,21.816266183040188,5.748375877605607,10.978135473941917,8.026166641903869,13.255926238240177,30.749841171450797,35.979600767787105,6.570607657399163,11.800367253735471,9.396552941559795,14.626312537896105,37.58872137163847,42.81848096797478
Latvia,2020,7.39727089456816,17.95931958352015,8.973202344774906,19.535251033726897,24.694994669456484,35.257043358408474,7.4778595082283,18.039908197180292,9.10751670087514,19.66956538982713,25.36528726561384,35.927335954565834,8.895770134442618,19.45781882339461,11.470701077899003,22.032749766850994,37.158702632856745,47.720751321808734
Malta,2020,1.9879935662659627,3.865528749578699,2.6549289667827587,4.532464150095495,9.3084035576527,11.185938740965435,2.0369846528854434,3.91451983619818,2.7365807778152265,4.614115961127963,9.715884976519492,11.593420159832228,5.266138680522787,7.143673863835525,8.1185041572108,9.996039340523536,36.57424546036025,38.45178064367299
Netherlands,2020,3.1417593781778463,7.0507192311651785,4.0325028002711765,7.941462653258509,12.918728844487967,16.8276886974753,3.2466685158261464,7.1556283688134785,4.207351363018342,8.116311216005673,13.79130643381668,17.700266286804013,3.3664344003502698,7.275394253337603,4.406961170558548,8.31592102354588,14.78745442573161,18.696414278718944
Norway,2020,1.2631877266648062,2.446621115405042,1.6577209240312956,2.841154312771531,5.593659250139842,6.777092638880077,1.9448418943253072,3.1282752830655425,2.793811203465464,3.977244592205699,11.263290739887498,12.446724128627734,2.0586706764659053,3.242104065206141,2.9835258403664606,4.166959229106696,12.210057118326759,13.393490507066993
Poland,2020,14.500469599382077,31.04369548483771,17.317810107893763,33.86103599334939,45.424135657093686,61.96736154254931,14.935863174341707,31.47908905979734,18.043466066159812,34.58669195161544,49.0455044392976,65.58873032475323,14.793681062567664,31.336906948023298,17.80649587986974,34.34972176532537,47.86291036676428,64.40613625221991
Portugal,2020,6.085860819603538,15.488369936200527,7.205255350493145,16.607764467090135,18.372548408653746,27.775057525250734,6.275393120683387,15.677902237280374,7.52114251895956,16.92365163555655,19.948975801762327,29.351484918359315,6.462769821832256,15.865278938429245,7.833437020874342,17.235946137471327,21.507474077984668,30.90998319458166
Romania,2020,11.972700396305264,33.44691238968717,13.146662786763457,34.62087478014537,24.858335205858314,46.332547199240224,13.473981804640282,34.948193798022196,15.648798467321823,37.12301046070373,37.34518374502578,58.819395738407685,13.669267958084527,35.14347995146644,15.974275389728898,37.44848738311081,38.96946857684775,60.44368057022966
Sweden,2020,0.4863477806143046,1.2958331296805121,0.5294126986967607,1.3388980477629682,0.9590365243288821,1.7685218733950896,1.0633576883941196,1.8728430374603269,1.491095878329786,2.3005812273959934,5.758293535068932,6.567778884135139,1.3866467549844306,2.1961321040506383,2.0299109893136373,2.839396338379845,8.447237517502627,9.256722866568836
Slovenia,2020,9.679976985815678,26.410333007403565,10.825576402543103,27.55593242413099,22.254294393228598,38.984650414816485,10.150884619097926,26.88124064068581,11.610422458013513,28.340778479601404,26.171049946242846,42.90140596783073,10.947837317477559,27.678193339065448,12.938676955312904,29.669032976900795,32.799672389908366,49.530028411496254
Slovakia,2020,7.581332740108793,18.076613232938197,8.908986449652787,19.40426694248219,22.153912742484543,32.649193235313945,8.101567119679038,18.59684761250844,9.776043748936528,20.27132424176593,26.48094155033865,36.97622204316805,8.50872316270369,19.004003655533094,10.454637153977618,20.94991764680702,29.867445781210368,40.36272627403977
Belgium,2021,4.150104575909733,10.124501966414243,5.064866999678696,11.039264390183206,14.190711179659543,20.165108570164055,4.149188056972855,10.123585447477366,5.063339468117236,11.037736858621747,14.183088069771873,20.157485460276387,5.438821758178692,11.413219148683202,7.212728970126964,13.187126360631474,24.909565203610896,30.883962594115406
Bulgaria,2021,15.60107050088587,43.02419201211369,18.25140803207426,45.67452954330208,44.69168006940604,72.11480158063385,16.574256049484873,43.99737756071269,19.87338394640593,47.29650545763376,52.78611225140409,80.20923376263191,16.420604000022518,43.843725511250334,19.617297197302,47.04041870852983,51.50811742730449,78.93123893853232
Cyprus,2021,3.4280659229127557,4.551371291259487,4.861704540348851,5.985009908695583,19.163956461913703,20.287261830260434,3.472368651815658,4.59567402016239,4.935542421853689,6.05884779020042,19.532442651518796,20.65574801986553,3.4232476774739644,4.546553045820696,4.853674131284199,5.976979499630931,19.123880896676773,20.247186265023505
Czechia,2021,8.491814706431702,19.084648973030376,10.73758365872751,21.33041792532618,33.14180249234521,43.73463675894388,8.024618793202084,18.617453059800752,9.958923803344812,20.55175806994348,29.255919023578226,39.848753290176894,8.354252937240162,18.947087203838834,10.508314043408275,21.101148310006945,31.997637935894936,42.59047220249361
Germany,2021,3.19157637399273,7.30761329914719,4.079023863799085,8.195060788953544,12.93236905972439,17.04840598487885,3.2549055222554557,7.370942447409916,4.184572444236962,8.300609369391422,13.45910673733818,17.57514366249264,3.519118722161467,7.635155647315928,4.624927777413648,8.740964702568107,15.656689542905635,19.7727264680601
Denmark,2021,1.7777683129049104,3.375065753114707,2.344417585987007,3.941715026196803,7.997418667448873,9.594716107658668,2.462577034394803,4.059874474604599,3.485765455136827,5.083062895346623,13.693288033491784,15.290585473701581,2.776282267369797,4.3735797075795935,4.008607510095151,5.605904950304946,16.302518860140943,17.89981630035074
Estonia,2021,4.494253209920113,6.086807343835221,6.582563710738233,8.175117844653341,27.415947040328533,29.00850117424364,4.109936589271392,5.702490723186499,5.942036009657031,7.534590143572138,24.21940879874234,25.811962932657444,4.8139139385607495,6.406468072475857,7.115331591805961,8.70788572572107,30.074712465847476,31.667266599762584
Greece,2021,6.329205350511624,14.670456142245417,7.995608950724076,16.336859742457868,24.619968676653052,32.96121946838685,7.006372450330687,15.347623242064481,9.124220783755849,17.46547157548964,30.252279157687813,38.5935299494216,6.775504859956231,15.116755651690022,8.739441466465088,17.08069225819888,28.332047136160586,36.673297927894374
Spain,2021,4.293874067610797,10.098319010136711,5.133419908614158,10.937864851140073,13.508889131957227,19.313334074483144,4.55676987758797,10.361214820113885,5.571579591909448,11.376024534435365,15.695514599068963,21.499959541594876,4.77280912359342,10.577254066119334,5.931645001918532,11.736089944444446,17.49241245473333,23.296857397259245
Finland,2021,2.039503105751125,3.2914728401365974,2.849508419637443,4.1014781540229155,10.930275717693805,12.182245452079279,2.062492185866339,3.3144619202518113,2.8878235531627996,4.1397932875482715,11.121486479287015,12.373456213672487,2.4080818596926563,3.6600515940781286,3.4638063428733283,4.7157760772588,13.995914877461463,15.247884611846935
France,2021,3.202332743739504,7.714766641541286,3.8699792176468093,8.382413115448593,10.530547612103026,15.04298150990481,3.317463377320334,7.829897275122116,4.061863606948194,8.574297504749975,11.488142088235646,16.00057598603743,3.5920463266456655,8.104480224447448,4.519501855823747,9.031935753625529,13.771974873100309,18.28440877090209
Croatia,2021,10.787593549579078,31.12234538645901,12.12716888175711,32.46192071863704,25.49102755277127,45.8257793896512,11.436782560170114,31.771534397050043,13.2091505660755,33.543902402955425,30.89063138689353,51.225383223773456,12.03606559963117,32.3708174365111,14.207955631843927,34.542707468723854,35.875144286537875,56.2098961234178
Hungary,2021,9.40745924580728,24.75091922425669,10.96293338802169,26.3063933664711,26.48063971154165,41.82409968999106,9.853295984322237,25.196755962771643,11.705994618879952,27.049454597329365,30.188869092205735,45.532329070655145,10.552410773366121,25.895870751815526,12.871185933953091,28.214645912402503,36.003728607427874,51.34718858587728
Ireland,2021,1.7064603392035886,2.844550091379334,2.378431001979636,3.516520754155381,9.082138328245442,10.220228080421185,1.6803802520931548,2.8184700042688995,2.334964190128913,3.4730539423046576,8.865218238628495,10.00330799080424,1.810471778868693,2.948561531044438,2.551783401421477,3.689873153597222,9.947249350221863,11.08533910239761
Italy,2021,6.139790270243509,17.420093673889284,7.039107279756364,18.319410683402136,16.01086506513461,27.291168468780384,6.271841888150101,17.552145291795878,7.259193309600685,18.539496713246457,17.109199156929122,28.389502560574897,6.604685048382088,17.884988452027862,7.813931909987329,19.0942353136331,19.877608934096756,31.157912337742527
Lithuania,2021,3.6189691845157683,8.03169878058929,4.675019157868271,9.087748753941794,15.210374844408717,19.62310444048224,4.863813485917551,9.276543081991074,6.7497596602045755,11.162489256278096,25.564317922734652,29.977047518808174,5.801750845708337,10.214480441781859,8.312988593189218,12.725718189262741,33.36557469305802,37.77830428913154
Latvia,2021,7.261815703066668,17.431919808449454,8.915747137086981,19.08585124246977,25.415682157432478,35.58578626281527,7.043927034354958,17.21403113973774,8.552599355900794,18.722703461283583,23.603401801798558,33.773505907181345,8.567821675557516,18.7379257809403,11.092423757905058,21.262527863287843,36.27833500799127,46.44843911337405
Malta,2021,1.6890564427187,3.235063679968676,2.274033243058048,3.8200404803080232,8.109873227395829,9.655880464645804,1.7272938432473,3.2733010804972755,2.337762243939048,3.8837694811890233,8.427911288935297,9.97391852618527,5.275414703364114,6.821421940614089,8.251297010800405,9.79730424805038,37.93926574451007,39.48527298176005
Netherlands,2021,2.8419698341463864,6.350923867689271,3.671604469168504,7.1805585027113885,11.94819761379391,15.457151647336797,2.936587526937572,6.445541560480457,3.82930062382048,7.338254657363365,12.735176518914251,16.244130552457136,3.1123063120790917,6.621260345621977,4.122165265723012,7.631119299265898,14.196710541361174,17.70566457490406
